ID,Species,TotalLength,Weight
43,Limnothrissa miodon,106,8.3
43,Limnothrissa miodon,121,12.62
43,Limnothrissa miodon,132,17.14
43,Limnothrissa miodon,126,14.98
43,Limnothrissa miodon,113,10.37
43,Limnothrissa miodon,130,16.24
43,Limnothrissa miodon,114,8.67
43,Limnothrissa miodon,105,7.67
43,Limnothrissa miodon,113,9.96
43,Limnothrissa miodon,112,9.8
42,Kabangura,56,0.53
42,Kabangura,45,0.29
42,Kabangura,46,0.28
42,Kabangura,57,0.41
42,Kabangura,56,0.53
42,Kabangura,53,0.42
42,Kabangura,50,0.39
42,Kabangura,57,0.53
42,Kabangura,57,0.55
42,Kabangura,58,0.52
42,Kabangura,56,0.5
42,Kabangura,49,0.36
42,Lates stappersii,139,16.43
42,Lates stappersii,141,19.1
42,Lates stappersii,85,3.74
42,Limnothrissa miodon,125,14.09
42,Limnothrissa miodon,126,14.95
42,Limnothrissa miodon,96,6.09
42,Limnothrissa miodon,104,8
42,Limnothrissa miodon,86,4.23
42,Limnothrissa miodon,98,6.83
42,Limnothrissa miodon,112,10.12
42,Limnothrissa miodon,93,5.41
42,Limnothrissa miodon,101,7.13
42,Limnothrissa miodon,101,7.33
42,Limnothrissa miodon,114,10.95
42,Limnothrissa miodon,105,8.2
42,Limnothrissa miodon,108,9.11
42,Limnothrissa miodon,100,6.6
42,Limnothrissa miodon,98,6.41
42,Limnothrissa miodon,95,5.8
42,Limnothrissa miodon,80,3.48
42,Limnothrissa miodon,116,11.72
42,Limnothrissa miodon,120,12.66
42,Limnothrissa miodon,99,6.59
42,Limnothrissa miodon,88,4.62
42,Limnothrissa miodon,97,6.15
42,Stolothrissa tanganicae,61,1.14
42,Stolothrissa tanganicae,55,0.88
42,Stolothrissa tanganicae,57,0.94
42,Stolothrissa tanganicae,56,0.9
42,Stolothrissa tanganicae,62,1.23
42,Stolothrissa tanganicae,61,1.21
42,Stolothrissa tanganicae,57,1.03
42,Stolothrissa tanganicae,65,1.42
42,Stolothrissa tanganicae,64,1.26
42,Stolothrissa tanganicae,62,1.33
42,Stolothrissa tanganicae,63,1.23
42,Stolothrissa tanganicae,61,1.14
42,Stolothrissa tanganicae,57,0.94
42,Stolothrissa tanganicae,55,0.76
42,Stolothrissa tanganicae,61,1.21
42,Stolothrissa tanganicae,60,1
42,Stolothrissa tanganicae,59,1.04
42,Stolothrissa tanganicae,40,0.28
44,Stolothrissa tanganicae,58,1.01
44,Stolothrissa tanganicae,61,1.31
44,Stolothrissa tanganicae,61,1.15
44,Stolothrissa tanganicae,61,1.2
44,Stolothrissa tanganicae,62,1.25
44,Stolothrissa tanganicae,55,0.84
44,Stolothrissa tanganicae,62,1.37
44,Stolothrissa tanganicae,62,1.32
44,Stolothrissa tanganicae,56,0.97
44,Stolothrissa tanganicae,59,1.08
44,Stolothrissa tanganicae,58,0.93
44,Stolothrissa tanganicae,60,1.11
44,Stolothrissa tanganicae,64,1.39
44,Stolothrissa tanganicae,58,1.04
44,Stolothrissa tanganicae,55,0.9
44,Stolothrissa tanganicae,57,1
44,Stolothrissa tanganicae,58,1.08
44,Stolothrissa tanganicae,62,1.23
44,Stolothrissa tanganicae,50,0.62
44,Stolothrissa tanganicae,59,1.06
44,Stolothrissa tanganicae,57,1.03
44,Stolothrissa tanganicae,64,1.31
44,Stolothrissa tanganicae,57,0.98
44,Stolothrissa tanganicae,63,1.29
44,Stolothrissa tanganicae,64,1.34
44,Stolothrissa tanganicae,51,0.6
44,Stolothrissa tanganicae,55,1.03
44,Stolothrissa tanganicae,57,0.95
44,Stolothrissa tanganicae,57,0.91
44,Stolothrissa tanganicae,57,1.03
44,Stolothrissa tanganicae,62,1.26
44,Stolothrissa tanganicae,58,1.1
44,Stolothrissa tanganicae,58,1.01
44,Stolothrissa tanganicae,56,0.83
44,Stolothrissa tanganicae,57,0.92
44,Stolothrissa tanganicae,62,1.31
44,Stolothrissa tanganicae,56,1
44,Stolothrissa tanganicae,60,1.09
44,Stolothrissa tanganicae,55,0.97
44,Stolothrissa tanganicae,58,1.06
44,Stolothrissa tanganicae,55,0.85
44,Stolothrissa tanganicae,55,0.88
44,Stolothrissa tanganicae,58,1.15
44,Stolothrissa tanganicae,57,1
44,Stolothrissa tanganicae,51,0.68
44,Stolothrissa tanganicae,58,1.1
44,Stolothrissa tanganicae,55,0.84
44,Stolothrissa tanganicae,57,1.01
44,Stolothrissa tanganicae,54,0.87
44,Stolothrissa tanganicae,55,0.94
45,Stolothrissa tanganicae,82,3.23
45,Limnothrissa miodon,122,14.91
45,Limnothrissa miodon,113,10.73
45,Limnothrissa miodon,104,7.56
45,Limnothrissa miodon,103,7.22
45,Limnothrissa miodon,101,10.29
45,Limnothrissa miodon,125,14.48
45,Limnothrissa miodon,110,9.93
45,Limnothrissa miodon,109,9.94
45,Limnothrissa miodon,128,16.38
45,Limnothrissa miodon,113,10.61
45,Limnothrissa miodon,116,11.72
45,Limnothrissa miodon,101,7.05
45,Limnothrissa miodon,121,13.75
45,Limnothrissa miodon,86,4.47
45,Limnothrissa miodon,86,4.05
45,Limnothrissa miodon,95,5.68
45,Limnothrissa miodon,118,11.4
45,Limnothrissa miodon,105,8.17
45,Limnothrissa miodon,102,7.78
45,Limnothrissa miodon,98,6.24
45,Limnothrissa miodon,82,3.6
46,Limnothrissa miodon,129,15.35
46,Limnothrissa miodon,111,10.99
46,Limnothrissa miodon,103,7.97
46,Limnothrissa miodon,106,9.1
46,Limnothrissa miodon,114,12.06
46,Limnothrissa miodon,132,17.77
46,Limnothrissa miodon,107,8.65
46,Limnothrissa miodon,128,15.57
46,Limnothrissa miodon,123,13.6
46,Limnothrissa miodon,102,7.51
46,Limnothrissa miodon,104,7.86
46,Limnothrissa miodon,117,11.75
46,Limnothrissa miodon,105,10.09
46,Limnothrissa miodon,97,6.59
46,Limnothrissa miodon,123,13.68
47,Stolothrissa tanganicae,55,0.89
47,Stolothrissa tanganicae,45,0.5
47,Stolothrissa tanganicae,57,0.99
47,Stolothrissa tanganicae,56,0.95
47,Stolothrissa tanganicae,51,0.68
47,Stolothrissa tanganicae,43,0.37
47,Stolothrissa tanganicae,45,0.48
47,Stolothrissa tanganicae,46,0.51
47,Stolothrissa tanganicae,44,0.44
47,Stolothrissa tanganicae,42,0.36
47,Stolothrissa tanganicae,56,0.97
47,Stolothrissa tanganicae,47,0.58
47,Stolothrissa tanganicae,52,0.66
47,Stolothrissa tanganicae,52,0.75
47,Stolothrissa tanganicae,49,0.6
47,Stolothrissa tanganicae,56,0.92
47,Stolothrissa tanganicae,48,0.56
47,Stolothrissa tanganicae,53,0.83
47,Stolothrissa tanganicae,42,0.39
47,Stolothrissa tanganicae,57,0.94
47,Stolothrissa tanganicae,44,0.38
47,Stolothrissa tanganicae,54,0.81
47,Stolothrissa tanganicae,47,0.5
47,Stolothrissa tanganicae,49,0.63
47,Stolothrissa tanganicae,41,0.29
47,Stolothrissa tanganicae,46,0.52
47,Stolothrissa tanganicae,50,0.65
47,Stolothrissa tanganicae,54,0.89
47,Stolothrissa tanganicae,54,0.83
47,Stolothrissa tanganicae,44,0.43
47,Stolothrissa tanganicae,60,1.25
47,Stolothrissa tanganicae,49,0.65
47,Stolothrissa tanganicae,43,0.43
47,Stolothrissa tanganicae,45,0.49
47,Stolothrissa tanganicae,50,0.69
47,Stolothrissa tanganicae,53,0.78
47,Limnothrissa miodon,67,1.85
47,Limnothrissa miodon,41,0.38
47,Limnothrissa miodon,51,0.74
47,Limnothrissa miodon,64,1.69
47,Limnothrissa miodon,41,0.4
47,Limnothrissa miodon,59,1.26
47,Limnothrissa miodon,48,0.62
47,Limnothrissa miodon,35,0.2
47,Limnothrissa miodon,33,0.16
47,Limnothrissa miodon,38,0.28
47,Limnothrissa miodon,43,0.44
47,Limnothrissa miodon,46,0.55
47,Limnothrissa miodon,43,0.9
47,Limnothrissa miodon,39,0.31
47,Limnothrissa miodon,37,0.27
47,Limnothrissa miodon,51,0.78
47,Limnothrissa miodon,45,0.54
47,Limnothrissa miodon,51,0.74
47,Limnothrissa miodon,59,1.29
47,Limnothrissa miodon,39,0.32
47,Limnothrissa miodon,46,0.59
47,Limnothrissa miodon,32,0.15
47,Limnothrissa miodon,43,0.45
47,Limnothrissa miodon,44,0.46
47,Limnothrissa miodon,65,1.69
47,Limnothrissa miodon,57,1.13
47,Limnothrissa miodon,39,0.31
47,Limnothrissa miodon,44,0.45
47,Limnothrissa miodon,39,0.35
47,Limnothrissa miodon,50,0.72
47,Limnothrissa miodon,61,1.53
47,Limnothrissa miodon,46,0.58
47,Limnothrissa miodon,39,0.32
47,Limnothrissa miodon,62,1.41
47,Limnothrissa miodon,35,0.21
47,Limnothrissa miodon,43,0.45
47,Limnothrissa miodon,47,0.62
47,Limnothrissa miodon,55,1.03
47,Limnothrissa miodon,50,0.74
47,Limnothrissa miodon,51,0.77
47,Limnothrissa miodon,50,0.81
47,Limnothrissa miodon,49,0.69
47,Limnothrissa miodon,44,0.44
47,Limnothrissa miodon,40,0.37
47,Limnothrissa miodon,55,0.93
47,Limnothrissa miodon,41,0.37
47,Limnothrissa miodon,37,0.27
47,Limnothrissa miodon,43,0.47
47,Limnothrissa miodon,36,0.24
47,Limnothrissa miodon,43,0.44
47,Limnothrissa miodon,46,0.6
47,Limnothrissa miodon,63,1.58
48,Limnothrissa miodon,116,11.64
48,Limnothrissa miodon,134,18.74
48,Limnothrissa miodon,138,19.95
48,Limnothrissa miodon,122,12.94
48,Limnothrissa miodon,103,8.27
48,Limnothrissa miodon,108,11.26
48,Limnothrissa miodon,115,10.31
48,Limnothrissa miodon,111,10.16
48,Limnothrissa miodon,116,11.36
48,Limnothrissa miodon,114,10.3
48,Limnothrissa miodon,127,15.23
48,Limnothrissa miodon,127,14.74
48,Limnothrissa miodon,125,13.87
48,Limnothrissa miodon,107,8.86
48,Limnothrissa miodon,104,8.43
48,Limnothrissa miodon,103,7.5
48,Limnothrissa miodon,120,12.39
48,Limnothrissa miodon,97,6.98
48,Limnothrissa miodon,101,6.83
48,Limnothrissa miodon,117,11.04
48,Limnothrissa miodon,105,9.18
48,Limnothrissa miodon,85,4.47
48,Limnothrissa miodon,96,6.4
48,Limnothrissa miodon,107,9.31
48,Limnothrissa miodon,93,6.06
48,Limnothrissa miodon,100,7.13
48,Limnothrissa miodon,122,15.17
48,Limnothrissa miodon,122,13.73
48,Limnothrissa miodon,122,14.14
48,Limnothrissa miodon,126,15.62
48,Limnothrissa miodon,118,12.57
48,Limnothrissa miodon,122,13.38
48,Limnothrissa miodon,120,11.85
48,Limnothrissa miodon,132,18.25
48,Limnothrissa miodon,123,13.13
48,Limnothrissa miodon,105,8.78
48,Limnothrissa miodon,122,13.22
48,Limnothrissa miodon,120,12.19
48,Limnothrissa miodon,117,11.97
48,Limnothrissa miodon,108,8.86
48,Limnothrissa miodon,125,14.53
48,Limnothrissa miodon,125,14.88
48,Limnothrissa miodon,93,5.64
48,Limnothrissa miodon,124,13.08
48,Limnothrissa miodon,120,12.68
48,Limnothrissa miodon,134,19.36
48,Limnothrissa miodon,102,7.16
48,Limnothrissa miodon,131,19.89
48,Limnothrissa miodon,104,9.26
48,Limnothrissa miodon,120,13.49
48,Limnothrissa miodon,120,12.33
48,Limnothrissa miodon,122,13.47
48,Limnothrissa miodon,139,20.91
48,Limnothrissa miodon,113,10.31
48,Limnothrissa miodon,132,17.7
48,Limnothrissa miodon,134,20.71
48,Limnothrissa miodon,118,12.65
48,Limnothrissa miodon,114,10.11
48,Limnothrissa miodon,108,9.64
48,Limnothrissa miodon,114,10.89
48,Limnothrissa miodon,125,15.63
48,Limnothrissa miodon,122,13.63
48,Limnothrissa miodon,104,8.63
48,Limnothrissa miodon,94,6.48
48,Limnothrissa miodon,126,13.99
48,Limnothrissa miodon,125,15.55
48,Limnothrissa miodon,125,15.75
49,Limnothrissa miodon,126,15.82
49,Kabangura,75,1.45
49,Stolothrissa tanganicae,73,2.34
49,Stolothrissa tanganicae,80,3.17
49,Stolothrissa tanganicae,92,5.04
49,Stolothrissa tanganicae,91,4.83
49,Stolothrissa tanganicae,66,1.63
49,Stolothrissa tanganicae,87,4.45
49,Stolothrissa tanganicae,62,1.33
49,Stolothrissa tanganicae,77,2.75
49,Stolothrissa tanganicae,88,4.42
49,Stolothrissa tanganicae,60,1.44
49,Stolothrissa tanganicae,82,2.98
49,Stolothrissa tanganicae,85,3.62
49,Stolothrissa tanganicae,62,1.3
49,Stolothrissa tanganicae,80,3.29
49,Stolothrissa tanganicae,76,2.57
49,Stolothrissa tanganicae,82,3.04
49,Stolothrissa tanganicae,87,4.05
49,Stolothrissa tanganicae,84,3.86
49,Stolothrissa tanganicae,85,4.1
49,Stolothrissa tanganicae,105,7.7
49,Stolothrissa tanganicae,84,3.85
49,Stolothrissa tanganicae,79,2.78
49,Stolothrissa tanganicae,79,3.01
49,Stolothrissa tanganicae,63,1.44
49,Stolothrissa tanganicae,77,2.9
49,Stolothrissa tanganicae,74,2.28
49,Stolothrissa tanganicae,87,3.83
49,Stolothrissa tanganicae,85,3.93
49,Stolothrissa tanganicae,87,3.91
49,Stolothrissa tanganicae,91,4.68
49,Stolothrissa tanganicae,85,3.88
49,Stolothrissa tanganicae,78,2.78
49,Stolothrissa tanganicae,84,3.52
49,Stolothrissa tanganicae,90,4.29
49,Stolothrissa tanganicae,85,3.86
49,Stolothrissa tanganicae,84,3.94
49,Stolothrissa tanganicae,80,3.16
49,Stolothrissa tanganicae,55,1.05
49,Stolothrissa tanganicae,83,3.75
49,Stolothrissa tanganicae,85,3.84
49,Stolothrissa tanganicae,83,3.64
49,Stolothrissa tanganicae,76,2.75
49,Stolothrissa tanganicae,87,4.36
49,Stolothrissa tanganicae,90,4.78
49,Stolothrissa tanganicae,64,1.51
49,Stolothrissa tanganicae,79,3.17
49,Stolothrissa tanganicae,77,2.84
49,Stolothrissa tanganicae,40,0.32
49,Stolothrissa tanganicae,60,1.21
49,Stolothrissa tanganicae,58,1.16
49,Stolothrissa tanganicae,58,1.14
49,Stolothrissa tanganicae,94,5.5
49,Stolothrissa tanganicae,62,1.35
50,Stolothrissa tanganicae,55,0.85
50,Stolothrissa tanganicae,54,0.79
50,Stolothrissa tanganicae,50,0.65
50,Stolothrissa tanganicae,55,0.86
50,Stolothrissa tanganicae,52,0.69
50,Stolothrissa tanganicae,50,0.65
50,Stolothrissa tanganicae,49,0.64
50,Stolothrissa tanganicae,61,1.33
50,Stolothrissa tanganicae,55,0.83
50,Stolothrissa tanganicae,54,0.87
50,Stolothrissa tanganicae,62,1.39
50,Stolothrissa tanganicae,54,0.85
50,Stolothrissa tanganicae,57,1.03
50,Stolothrissa tanganicae,54,0.84
50,Stolothrissa tanganicae,49,0.6
50,Stolothrissa tanganicae,51,0.7
50,Stolothrissa tanganicae,55,0.88
50,Stolothrissa tanganicae,53,0.8
50,Stolothrissa tanganicae,51,0.67
50,Stolothrissa tanganicae,54,0.86
50,Stolothrissa tanganicae,48,0.52
50,Stolothrissa tanganicae,54,0.77
50,Stolothrissa tanganicae,52,0.72
50,Stolothrissa tanganicae,57,0.94
50,Stolothrissa tanganicae,49,0.56
50,Stolothrissa tanganicae,71,1.96
50,Stolothrissa tanganicae,58,0.05
50,Stolothrissa tanganicae,48,0.57
50,Stolothrissa tanganicae,55,0.88
50,Stolothrissa tanganicae,52,0.64
50,Stolothrissa tanganicae,54,0.85
50,Stolothrissa tanganicae,46,0.47
50,Stolothrissa tanganicae,49,0.62
50,Stolothrissa tanganicae,54,0.8
50,Stolothrissa tanganicae,53,0.79
50,Stolothrissa tanganicae,55,0.91
50,Stolothrissa tanganicae,48,0.53
50,Stolothrissa tanganicae,64,1.31
50,Stolothrissa tanganicae,50,0.62
50,Stolothrissa tanganicae,54,0.81
50,Stolothrissa tanganicae,50,0.64
50,Stolothrissa tanganicae,57,0.96
50,Stolothrissa tanganicae,47,0.54
50,Stolothrissa tanganicae,57,0.98
50,Stolothrissa tanganicae,58,0.94
50,Stolothrissa tanganicae,50,0.59
50,Stolothrissa tanganicae,52,0.59
50,Stolothrissa tanganicae,48,0.53
50,Stolothrissa tanganicae,49,0.63
50,Stolothrissa tanganicae,51,0.71
50,Stolothrissa tanganicae,55,0.84
50,Limnothrissa miodon,124,15.59
50,Limnothrissa miodon,131,16.51
50,Limnothrissa miodon,123,13.73
50,Limnothrissa miodon,75,2.83
50,Limnothrissa miodon,81,3.41
50,Limnothrissa miodon,101,7.32
50,Limnothrissa miodon,98,6.36
50,Limnothrissa miodon,103,7.66
50,Limnothrissa miodon,105,7.87
50,Limnothrissa miodon,110,11.15
50,Limnothrissa miodon,112,10.53
50,Limnothrissa miodon,126,15.34
50,Limnothrissa miodon,130,15.19
50,Limnothrissa miodon,130,17.24
50,Limnothrissa miodon,106,8.58
51,Stolothrissa tanganicae,89,4.62
51,Lates stappersii,136,16.5
51,Lates stappersii,98,4.88
51,Lates stappersii,82,3
51,Limnothrissa miodon,107,7.96
51,Limnothrissa miodon,119,11.99
51,Limnothrissa miodon,103,7.72
51,Limnothrissa miodon,138,19.06
51,Limnothrissa miodon,129,16.24
51,Limnothrissa miodon,133,16.37
51,Limnothrissa miodon,107,8.74
51,Limnothrissa miodon,122,12.64
51,Limnothrissa miodon,125,13.1
51,Limnothrissa miodon,136,20.35
51,Limnothrissa miodon,85,4.11
51,Limnothrissa miodon,113,10.39
51,Limnothrissa miodon,117,11.28
51,Limnothrissa miodon,125,14.29
51,Limnothrissa miodon,95,5.9
51,Limnothrissa miodon,108,8.82
51,Limnothrissa miodon,128,16.42
51,Limnothrissa miodon,113,9.68
52,Stolothrissa tanganicae,98,5.56
52,Stolothrissa tanganicae,88,4.49
52,Stolothrissa tanganicae,83,3.46
52,Stolothrissa tanganicae,89,4.31
52,Stolothrissa tanganicae,61,1.18
52,Stolothrissa tanganicae,80,3.2
52,Stolothrissa tanganicae,78,2.79
52,Stolothrissa tanganicae,77,2.83
52,Stolothrissa tanganicae,69,0.76
52,Stolothrissa tanganicae,59,1.1
52,Stolothrissa tanganicae,83,3.55
52,Stolothrissa tanganicae,76,2.42
52,Stolothrissa tanganicae,58,1.02
52,Stolothrissa tanganicae,62,1.15
52,Stolothrissa tanganicae,63,1.39
52,Stolothrissa tanganicae,85,3.75
52,Stolothrissa tanganicae,56,1.02
52,Stolothrissa tanganicae,51,0.73
52,Stolothrissa tanganicae,78,2.81
52,Stolothrissa tanganicae,67,1.61
52,Stolothrissa tanganicae,89,4.24
52,Stolothrissa tanganicae,78,2.87
52,Stolothrissa tanganicae,82,3.28
52,Stolothrissa tanganicae,71,2.14
52,Stolothrissa tanganicae,77,2.5
52,Stolothrissa tanganicae,75,2.79
52,Stolothrissa tanganicae,61,1.23
52,Stolothrissa tanganicae,66,1.62
52,Stolothrissa tanganicae,88,4.26
52,Stolothrissa tanganicae,77,2.75
52,Stolothrissa tanganicae,89,4.56
52,Stolothrissa tanganicae,62,1.27
52,Stolothrissa tanganicae,52,0.79
52,Stolothrissa tanganicae,85,3.86
52,Stolothrissa tanganicae,72,2.09
52,Stolothrissa tanganicae,65,1.53
52,Stolothrissa tanganicae,68,1.72
52,Stolothrissa tanganicae,80,3.14
52,Stolothrissa tanganicae,84,3.45
52,Stolothrissa tanganicae,62,1.46
52,Stolothrissa tanganicae,96,5.35
52,Stolothrissa tanganicae,88,3.96
52,Stolothrissa tanganicae,65,1.56
52,Stolothrissa tanganicae,88,3.94
52,Stolothrissa tanganicae,81,3.07
52,Stolothrissa tanganicae,91,4.87
52,Stolothrissa tanganicae,76,2.66
52,Stolothrissa tanganicae,85,3.72
52,Stolothrissa tanganicae,60,1.14
52,Stolothrissa tanganicae,61,1.2
52,Stolothrissa tanganicae,85,3.99
55,Stolothrissa tanganicae,80,3.21
55,Limnothrissa miodon,128,15.28
55,Limnothrissa miodon,128,15.16
55,Limnothrissa miodon,113,10.31
55,Limnothrissa miodon,131,17.96
55,Limnothrissa miodon,129,15.65
55,Limnothrissa miodon,129,15.68
55,Limnothrissa miodon,93,5.35
55,Limnothrissa miodon,122,13.19
55,Limnothrissa miodon,127,14.59
55,Limnothrissa miodon,111,9.99
55,Limnothrissa miodon,107,9.72
55,Limnothrissa miodon,109,9.45
55,Limnothrissa miodon,104,7.69
55,Limnothrissa miodon,107,8.26
55,Limnothrissa miodon,110,9.51
55,Bathybates,64,2.12
55,Bathybates,66,2.24
55,Bathybates,79,3.82
55,Bathybates,63,1.96
55,Bathybates,76,3.3
55,Bathybates,132,14.76
53,Stolothrissa tanganicae,93,5.08
53,Stolothrissa tanganicae,88,4.14
53,Stolothrissa tanganicae,85,3.81
53,Stolothrissa tanganicae,85,3.79
53,Stolothrissa tanganicae,82,3.34
53,Stolothrissa tanganicae,75,2.57
53,Stolothrissa tanganicae,78,2.88
53,Stolothrissa tanganicae,92,4.63
53,Stolothrissa tanganicae,83,3.31
53,Stolothrissa tanganicae,93,5.19
53,Stolothrissa tanganicae,87,4.01
53,Stolothrissa tanganicae,83,3.31
53,Stolothrissa tanganicae,82,3.27
53,Stolothrissa tanganicae,88,4.44
53,Stolothrissa tanganicae,88,4.34
53,Stolothrissa tanganicae,86,3.98
53,Stolothrissa tanganicae,95,5.3
53,Stolothrissa tanganicae,83,3.45
53,Stolothrissa tanganicae,87,3.84
53,Stolothrissa tanganicae,74,2.21
53,Stolothrissa tanganicae,86,3.77
53,Stolothrissa tanganicae,93,5.24
53,Stolothrissa tanganicae,89,4.42
53,Stolothrissa tanganicae,88,4.02
53,Stolothrissa tanganicae,69,2.08
53,Stolothrissa tanganicae,80,3.11
53,Stolothrissa tanganicae,83,3.54
53,Stolothrissa tanganicae,90,4.67
53,Stolothrissa tanganicae,86,3.83
53,Stolothrissa tanganicae,76,2.56
53,Stolothrissa tanganicae,87,4.19
53,Stolothrissa tanganicae,79,2.97
53,Stolothrissa tanganicae,80,3.16
53,Stolothrissa tanganicae,96,5.55
53,Stolothrissa tanganicae,83,3.56
53,Stolothrissa tanganicae,84,3.55
53,Stolothrissa tanganicae,82,3.23
53,Stolothrissa tanganicae,86,3.62
53,Stolothrissa tanganicae,79,3.22
53,Stolothrissa tanganicae,83,3.29
53,Stolothrissa tanganicae,83,3.52
53,Stolothrissa tanganicae,87,4.35
53,Stolothrissa tanganicae,90,4.7
53,Stolothrissa tanganicae,78,2.67
53,Stolothrissa tanganicae,81,3.05
53,Stolothrissa tanganicae,80,3.31
53,Stolothrissa tanganicae,80,3.16
53,Limnothrissa miodon,128,14.6
53,Limnothrissa miodon,125,14.63
53,Limnothrissa miodon,100,6.89
53,Limnothrissa miodon,84,3.94
54,Stolothrissa tanganicae,100,6.32
54,Stolothrissa tanganicae,92,4.97
54,Stolothrissa tanganicae,84,3.78
54,Stolothrissa tanganicae,89,4.34
54,Stolothrissa tanganicae,79,3.08
54,Stolothrissa tanganicae,79,2.97
54,Limnothrissa miodon,126,14.44
54,Limnothrissa miodon,123,13.15
54,Limnothrissa miodon,145,23.7
54,Limnothrissa miodon,114,10.77
54,Limnothrissa miodon,110,9.4
54,Limnothrissa miodon,97,6.21
54,Limnothrissa miodon,105,7.88
54,Limnothrissa miodon,108,8.63
54,Limnothrissa miodon,83,3.84
54,Limnothrissa miodon,129,14.89
54,Limnothrissa miodon,112,9.55
54,Limnothrissa miodon,103,7.54
54,Limnothrissa miodon,113,9.78
54,Lates stappersii,79,2.76
54,Lates stappersii,73,2.15
54,Lates stappersii,87,3.47
54,Lates stappersii,78,2.46
54,Lates stappersii,77,2.33
54,Lates stappersii,83,3.13
54,Lates stappersii,75,2.11
54,Lates stappersii,67,1.57
54,Lates stappersii,80,2.75
54,Lates stappersii,79,2.66
54,Lates stappersii,85,3.1
54,Lates stappersii,69,1.74
54,Lates stappersii,78,2.56
54,Lates stappersii,77,2.41
54,Lates stappersii,80,2.85
54,Bathybates,47,0.88
63,Limnothrissa miodon,59,1.39
63,Limnothrissa miodon,69,2.36
63,Limnothrissa miodon,65,1.91
63,Limnothrissa miodon,57,1.34
63,Limnothrissa miodon,55,1.08
63,Limnothrissa miodon,63,1.89
63,Limnothrissa miodon,61,1.72
63,Limnothrissa miodon,61,1.7
63,Stolothrissa tanganicae,56,1.19
63,Stolothrissa tanganicae,61,1.59
63,Stolothrissa tanganicae,61,1.69
63,Stolothrissa tanganicae,54,1
63,Stolothrissa tanganicae,54,0.99
63,Stolothrissa tanganicae,54,1
63,Stolothrissa tanganicae,52,0.86
63,Stolothrissa tanganicae,61,1.45
63,Stolothrissa tanganicae,56,1.37
63,Stolothrissa tanganicae,55,1.11
63,Stolothrissa tanganicae,56,1.18
63,Stolothrissa tanganicae,54,1.81
63,Stolothrissa tanganicae,55,1
63,Stolothrissa tanganicae,55,1.04
63,Stolothrissa tanganicae,55,1.19
63,Stolothrissa tanganicae,51,0.86
63,Stolothrissa tanganicae,60,1.38
63,Stolothrissa tanganicae,55,1.08
63,Stolothrissa tanganicae,55,1.12
63,Stolothrissa tanganicae,55,1.21
63,Stolothrissa tanganicae,54,1.01
63,Stolothrissa tanganicae,55,1.12
63,Stolothrissa tanganicae,52,0.85
63,Stolothrissa tanganicae,54,0.94
63,Stolothrissa tanganicae,55,1.15
63,Stolothrissa tanganicae,52,1.03
63,Stolothrissa tanganicae,50,0.82
63,Stolothrissa tanganicae,55,1.11
63,Stolothrissa tanganicae,56,1.18
63,Stolothrissa tanganicae,54,1.02
63,Stolothrissa tanganicae,55,1.13
63,Stolothrissa tanganicae,60,1.4
63,Stolothrissa tanganicae,55,1.06
63,Stolothrissa tanganicae,47,0.67
63,Stolothrissa tanganicae,43,0.55
63,Stolothrissa tanganicae,52,0.96
63,Stolothrissa tanganicae,50,0.84
63,Stolothrissa tanganicae,55,1
63,Stolothrissa tanganicae,62,1.57
63,Stolothrissa tanganicae,55,1.12
63,Stolothrissa tanganicae,55,0.99
63,Stolothrissa tanganicae,55,1.02
63,Stolothrissa tanganicae,55,1.07
63,Stolothrissa tanganicae,59,1.35
63,Stolothrissa tanganicae,55,0.98
63,Stolothrissa tanganicae,54,1
63,Stolothrissa tanganicae,54,0.94
63,Stolothrissa tanganicae,72,2.2
63,Stolothrissa tanganicae,56,1.17
63,Stolothrissa tanganicae,50,0.76
64,Lates stappersii,99,6.01
64,Lates stappersii,91,5.33
64,Lates stappersii,82,2.93
64,Lates stappersii,70,1.98
64,Lates stappersii,70,2
64,Lates stappersii,75,2.12
64,Lates stappersii,87,3.24
64,Lates stappersii,84,2.89
64,Lates stappersii,76,2.49
64,Lates stappersii,69,1.82
64,Lates stappersii,82,2.74
64,Lates stappersii,81,2.53
64,Lates stappersii,80,2.62
64,Lates stappersii,71,2.18
64,Lates stappersii,80,2.43
64,Lates stappersii,77,2.29
64,Lates stappersii,70,1.9
64,Lates stappersii,76,2.62
64,Lates stappersii,73,2.22
64,Lates stappersii,73,1.93
64,Lates stappersii,75,2.45
64,Lates stappersii,70,1.8
64,Lates stappersii,75,2.03
64,Lates stappersii,89,3.62
64,Lates stappersii,70,1.81
64,Lates stappersii,70,1.86
64,Lates stappersii,69,1.66
64,Lates stappersii,80,2.51
64,Lates stappersii,71,2.16
64,Lates stappersii,80,2.87
64,Lates stappersii,80,2.58
64,Lates stappersii,70,1.78
64,Lates stappersii,75,2.13
64,Lates stappersii,75,2.25
64,Lates stappersii,70,1.71
64,Lates stappersii,73,2.03
64,Lates stappersii,67,1.59
64,Lates stappersii,65,1.44
64,Lates stappersii,75,2.22
64,Lates stappersii,65,1.45
64,Lates stappersii,67,1.56
64,Lates stappersii,77,2.6
64,Lates stappersii,73,2.21
64,Lates stappersii,69,1.68
64,Lates stappersii,47,0.57
64,Stolothrissa tanganicae,75,2.89
64,Stolothrissa tanganicae,66,1.93
